node,x,y
229,-0.15384616,1.53846158e-05
230,-0.115384616,1.15384619e-05
231,-0.0769230798,7.69230792e-06
232,-0.0384615399,3.84615396e-06
233,-0.014423077,1.44230773e-06
234,-0.00540865399,5.40865358e-07
235,-0.39452368,-0.104479216
236,-0.315267116,-0.0793227181
237,-0.267158121,-0.0948795825
238,-0.199462891,-0.0724747404
239,-0.140189245,-0.0703615621
240,-0.085612528,-0.059969306
241,-0.0197132453,-0.0538970418
242,0.0295881424,-0.057323195
243,0.0867304802,-0.059772931
244,0.146408156,-0.0578317679
245,0.203191116,-0.0582609959
246,0.259807289,-0.0585472807
247,0.319948941,-0.0534479953
248,0.388248563,-0.0527876578
249,-0.436223656,-0.132728025
250,-0.406681836,-0.141260922
251,-0.318969309,-0.126590699
252,-0.254438788,-0.128350213
253,-0.196549833,-0.106875934
254,-0.0984520093,-0.128076911
255,-0.0319373943,-0.11318855
256,0.0379247405,-0.121167719
257,0.092049025,-0.119060256
258,0.148838282,-0.111590266
259,0.201758042,-0.124856286
260,0.266177326,-0.110045642
261,0.324583501,-0.113069534
262,0.369387239,-0.113243908
263,0.441450179,-0.132373154
264,-0.438732058,-0.171966746
265,-0.3985883,-0.191673964
266,-0.242580429,-0.159564063
267,-0.189763948,-0.167062595
268,-0.146604925,-0.159715846
269,-0.0957143083,-0.170085818
270,-0.036682982,-0.17198275
271,0.0245121364,-0.178044543
272,0.0872297958,-0.166976213
273,0.128494009,-0.162323251
274,0.196778476,-0.161381721
275,0.263415724,-0.174981296
276,0.324574888,-0.165073007
277,0.381202281,-0.170170292
278,0.437984616,-0.168119699
279,-0.429611415,-0.216944382
280,-0.372053623,-0.215970412
281,-0.323431522,-0.199760243
282,-0.240028635,-0.209624082
283,-0.201401725,-0.235510737
284,-0.147951379,-0.231322899
285,-0.0901799873,-0.215252638
286,-0.0335324109,-0.231669232
287,0.0213475674,-0.232530788
288,0.08933229,-0.222648367
289,0.13881512,-0.238629296
290,0.269598961,-0.233162194
291,0.326729923,-0.235676557
292,0.370474309,-0.223154411
293,0.434469968,-0.226084307
294,-0.435748637,-0.276922017
295,-0.355992556,-0.269300461
296,-0.32349214,-0.276791692
297,-0.283717811,-0.262679905
298,-0.220939532,-0.29176721
299,-0.160496891,-0.296618193
300,-0.0907401443,-0.28322348
301,-0.0393821672,-0.2835325
302,0.0198848601,-0.28838858
303,0.0777079314,-0.28242752
304,0.12848492,-0.285671055
305,0.220854566,-0.296232641
306,0.267491132,-0.275322467
307,0.305880874,-0.26507771
308,0.390145838,-0.276527911
309,-0.431027085,-0.352942318
310,-0.398306459,-0.345685035
311,-0.3257851,-0.310767204
312,-0.282099605,-0.339573652
313,-0.207123995,-0.321681648
314,-0.16624406,-0.332024068
315,-0.101414502,-0.361675292
316,-0.0212426763,-0.335797846
317,0.0030538456,-0.319348305
318,0.0809623078,-0.342010468
319,0.138326421,-0.349314958
320,0.194275051,-0.340359658
321,0.274300486,-0.330052227
322,0.328163892,-0.32402125
323,0.377031177,-0.324001789
324,0.431015342,-0.349897474
325,-0.42638725,-0.384850651
326,-0.353256881,-0.391342223
327,-0.286853224,-0.383766145
328,-0.22120887,-0.370973349
329,-0.176712617,-0.376210093
330,-0.0816609934,-0.401196271
331,-0.0220089406,-0.379788369
332,0.0315788314,-0.430504054
333,0.0706136748,-0.401644617
334,0.125876069,-0.401542127
335,0.193138912,-0.364858061
336,0.254063994,-0.398158759
337,0.306512773,-0.35680446
338,0.357078224,-0.382873118
339,-0.448298961,-0.445856571
340,-0.389350772,-0.421957195
341,-0.331712008,-0.462605208
342,-0.288787603,-0.423069
343,-0.212672308,-0.457029313
344,-0.165981457,-0.419271886
345,-0.090985626,-0.454620957
346,0.025020279,-0.464858055
347,0.142055586,-0.463793874
348,0.259349734,-0.465280592
349,0.424325436,-0.424486786
350,0.469927102,-0.00722320611
351,0.435818762,-0.00499664061
352,0.188696429,-0.00455020554
353,0.24809508,-0.0045556128
354,0.376814485,-0.00479113497
355,0.144144759,-0.00455159415
356,0.168900311,-0.00454874989
357,0.178794786,-0.00454568304
358,0.198604777,-0.00455891667
359,0.208512872,-0.00457273843
360,0.218413159,-0.0045742048
361,0.228307381,-0.00456882641
362,0.238197103,-0.00455861073
363,0.258000135,-0.00455984566
364,0.26790899,-0.00456857448
365,0.277813584,-0.00458122231
366,0.287715316,-0.00459280564
367,0.297605813,-0.00460172165
368,0.307510018,-0.00461720536
369,0.317411602,-0.00463092281
370,0.327317268,-0.004653499
371,0.337221771,-0.0046806233
372,0.347126573,-0.00471209409
373,0.357024699,-0.00474471739
374,0.36197862,-0.0047640386
375,0.366923839,-0.00477128476
376,0.371872246,-0.00478162616
377,0.381757736,-0.00479603792
378,0.3867037,-0.00479999324
379,0.391646028,-0.00480205938
380,0.39658764,-0.00481491024
381,0.40152359,-0.00484164758
382,0.406467021,-0.00487484969
383,0.411390483,-0.00489953952
384,0.416292757,-0.00491361506
385,0.421167493,-0.00492230477
386,0.426052362,-0.00493288739
387,0.430926979,-0.00495114876
388,0.440616637,-0.00505727623
389,0.44538632,-0.00516149029
390,0.450143248,-0.00533229019
391,0.454991579,-0.00567847444
392,0.459886611,-0.0062915897
393,0.464883894,-0.00694613112
394,0.475128144,-0.00705336267
395,0.480304182,-0.00606830837
396,0.484501541,-0.00437148195
397,0.487794191,-0.00654836325
398,0.124344088,-0.00455363328
399,0.0748452768,-0.00465541612
400,0.0896982327,-0.0046136193
401,0.10949406,-0.00457437895
402,0.064929001,-0.00470964937
403,0.0400727205,-0.00486425869
404,0.0450335406,-0.00486849248
405,0.0500191599,-0.00483716326
406,0.0549951643,-0.00479708659
407,0.0599663742,-0.00475483434
408,0.0105155734,-0.00544525636
409,0.0154002914,-0.0050382195
410,0.0203110781,-0.00484068971
411,0.0252395961,-0.00477095461
412,0.0301829819,-0.00479121972
413,0.0351141579,-0.00484303012
414,0.0698887929,-0.00468194718
415,0.079799138,-0.00464102533
416,0.084750779,-0.00462819031
417,0.0946476012,-0.00460413704
418,0.0995968133,-0.00459374022
419,0.10454528,-0.00458453782
420,0.114446141,-0.00456783269
421,0.119396582,-0.00456079561
422,0.129297048,-0.00455242163
423,0.13424322,-0.00454823533
424,0.139196396,-0.00455173478
425,0.149101689,-0.00455450267
426,0.154055089,-0.00455475831
427,0.159003362,-0.0045526484
428,0.163955525,-0.00455251429
429,0.31246224,-0.00462721754
430,0.173850566,-0.00454941764
431,0.183745801,-0.00454876805
432,0.193651363,-0.00455714343
433,0.203560948,-0.00456828391
434,0.21346797,-0.00457670214
435,0.223363772,-0.0045730467
436,0.233255297,-0.00456641661
437,0.243146598,-0.00455830153
438,0.25304997,-0.00456066011
439,0.262957156,-0.00456624664
440,0.272862583,-0.00457680225
441,0.282768518,-0.00459003542
442,0.292661607,-0.00459909905
443,0.302558869,-0.00461219903
444,0.322366655,-0.00464416947
445,0.332270652,-0.00467018085
446,0.342177957,-0.004699104
447,0.352078706,-0.00473297108
448,0.00550785521,-0.00633434625
449,0.000115680596,-0.00811094977
450,0.492562264,-0.00797354896
451,-0.00687993784,-0.0114190709
452,0.487086296,-0.0427838154
453,-0.0192423537,-0.0192208719
454,0.406903595,-0.00976113789
455,0.475953102,-0.0153010227
456,0.435829997,-0.0101104286
457,0.377374232,-0.00957478397
458,0.357626051,-0.00953305513
459,0.3675192,-0.00957673695
460,0.387225002,-0.00955635495
461,0.397064298,-0.00959433988
462,0.416631877,-0.00990021694
463,0.42621541,-0.00990139134
464,0.449638397,-0.0107970582
465,0.458804041,-0.0126387337
466,0.482824773,-0.0127862543
467,0.488262951,-0.0207131132
468,0.263549924,-0.00915042032
469,0.28336823,-0.00920201465
470,0.303143978,-0.00924774446
471,0.322955042,-0.0093133701
472,0.342775226,-0.00942639261
473,0.124946378,-0.00912386458
474,0.134839535,-0.00911476556
475,0.149705902,-0.00912211835
476,0.15960893,-0.00912164524
477,0.258594751,-0.00914486032
478,0.278412879,-0.00918748602
479,0.298196167,-0.0092384303
