node,x,y,active_lower_bound,d_lower_bound,d_F0,d_F1,d_F2,d_F3,F3_minus_F1,F3_minus_lower_bound
80,0.48750000000000004,-0.5,False,0.014026933799149991,0.014145228127075474,0.014145228127075474,0.014355846741219293,0.014358368902268298,0.00021314077519282368,0.000331435103118307
81,0.5,-0.5,False,0.014093512957812915,0.014176351325428693,0.014176351325428693,0.014471341179517105,0.014474394414784283,0.0002980430893555902,0.0003808814569713683
82,-0.5,-0.4875,False,0.0003323850605070059,0.00036932665006127787,0.0003693266500612778,0.0004343591802839407,0.00043436244106178344,6.503579100050562e-05,0.00010197738055477753
83,-0.4875,-0.4875,False,0.0003189621188236828,0.0003526140888175485,0.0003526140888175486,0.0004061779172664134,0.0004061828244173512,5.356873559980263e-05,8.72207055936684e-05
84,-0.475,-0.4875,False,0.00031979312832869323,0.0003257028981578004,0.00032570289815780023,0.00035076879683892655,0.0003507743761210063,2.507147796320606e-05,3.0981247792313056e-05
86,-0.45,-0.4875,False,0.00020803561243074874,0.00022970352961797628,0.00022970352961797628,0.00023142521410639554,0.00023143250999476325,1.728980376786962e-06,2.3396897564014504e-05
87,-0.4375,-0.4875,False,0.0001666343105137428,0.00017728202411725156,0.00017728202411725159,0.0001785373196479356,0.00017854697265409412,1.2649485368425295e-06,1.1912662140351328e-05
88,-0.425,-0.4875,False,0.00013272498877912788,0.00013461457790779646,0.00013461457790779643,0.00013516870130741626,0.00013517398000762785,5.59402099831424e-07,2.4489912284999702e-06
89,-0.4125,-0.4875,False,8.558826301034348e-05,9.378910255974587e-05,9.378910255974587e-05,9.411240636559906e-05,9.411745908838491e-05,3.283565286390372e-07,8.52919607804143e-06
90,-0.4,-0.4875,False,5.014382265586622e-05,6.120033354185063e-05,6.120033354185063e-05,6.151922472976527e-05,6.15259610756948e-05,3.256275338441646e-07,1.1382138419828571e-05
91,-0.3875,-0.4875,False,4.1185422720723625e-05,4.2004088445708276e-05,4.200408844570826e-05,4.210822647000204e-05,4.211040672567602e-05,1.0631827996775893e-07,9.249840049523967e-07
93,-0.3625,-0.4875,False,2.188024451239178e-05,2.5149851095623715e-05,2.5149851095623715e-05,2.5160976865306863e-05,2.5160977414353707e-05,1.1126318729992216e-08,3.2807329019619275e-06
94,-0.35,-0.4875,False,2.3385325638336866e-05,2.9475921336512354e-05,2.9475921336512357e-05,2.9495788877117945e-05,2.9495789670583604e-05,1.986833407124661e-08,6.1104640322467375e-06
95,-0.3375,-0.4875,False,4.5154012873906146e-05,4.5694238083754046e-05,4.569423808375404e-05,4.5723435403355496e-05,4.572343598090079e-05,2.919789714675181e-08,5.694231069946451e-07
97,-0.3125,-0.4875,False,8.582317909055843e-05,0.00010009556333776229,0.00010009556333776229,0.00010071176483508363,0.00010071176490991537,6.162015721530888e-07,1.4888585819356943e-05
98,-0.3,-0.4875,False,0.00013295812454692008,0.00014599297689488547,0.00014599297689488547,0.0001465875702617858,0.00014658757032386783,5.945934289823605e-07,1.3629445776947746e-05
100,-0.275,-0.4875,False,0.00024851650595570014,0.00026358020362857566,0.0002635802036285757,0.0002656702130049316,0.0002656702130077548,2.090009379179076e-06,1.7153707052054658e-05
101,-0.2625,-0.4875,False,0.0003101527336622337,0.00034241079955035927,0.00034241079955035927,0.00034492181352849087,0.0003449218135297602,2.511013979400933e-06,3.4769079867526525e-05
103,-0.2375,-0.4875,False,0.000511481061421946,0.000536275567345149,0.0005362755673451488,0.0005392487344218003,0.0005392487344218523,2.9731670767034653e-06,2.7767672999906286e-05
104,-0.22499999999999998,-0.4875,False,0.0006047726713786936,0.0006503075369197302,0.0006503075369197302,0.000655858822381753,0.0006558588223817719,5.551285462041715e-06,5.1086151003078306e-05
106,-0.2,-0.4875,False,0.0009374062649060704,0.0009429408009238819,0.0009429408009238821,0.0009491330596628786,0.0009491330596628791,6.192258738997049e-06,1.1726794756808747e-05
107,-0.1875,-0.4875,False,0.0010451611611736354,0.0011031919572023876,0.0011031919572023876,0.0011135295768243774,0.001113529576824378,1.0337619621990455e-05,6.836841565074263e-05
110,-0.15000000000000002,-0.4875,False,0.0016745205176135858,0.0017462886124010421,0.0017462886124010421,0.0017587818064567636,0.001758781806456763,1.249319405572085e-05,8.426128884317721e-05
111,-0.1375,-0.4875,False,0.001964809504718259,0.0020121501595094225,0.0020121501595094225,0.0020215844230973097,0.0020215844230973097,9.434263587887199e-06,5.6774918379050646e-05
