element,umat_element,integration_point,x,y,SDV15_d,SDV16_H,S,E,LE
42,7902,3,0.18156705051660538,-0.0068322556326165795,0.010131464339792728,0.0009035318507812917,,,
42,7902,4,0.18156705051660538,-0.0068322556326165795,0.010167661122977734,0.0009040459408424795,,,
43,7903,1,0.11662899889051914,-0.002282157074660063,0.01197143830358982,0.0010362764587625861,,,
43,7903,2,0.11662899889051914,-0.002282157074660063,0.011981469579041004,0.0010370406089350581,,,
43,7903,3,0.11662899889051914,-0.002282157074660063,0.012138454243540764,0.001042478601448238,,,
43,7903,4,0.11662899889051914,-0.002282157074660063,0.012149517424404621,0.001043248688802123,,,
44,7904,1,0.11722445301711559,-0.006856213323771954,0.01196966227144003,0.0010387399233877659,,,
44,7904,2,0.11722445301711559,-0.006856213323771954,0.012136141769587994,0.0010451875859871507,,,
44,7904,3,0.11722445301711559,-0.006856213323771954,0.011974839493632317,0.0010365875205025077,,,
44,7904,4,0.11722445301711559,-0.006856213323771954,0.01214088499546051,0.0010430259862914681,,,
45,7905,1,0.05720573104918003,-0.002387980232015252,0.020758934319019318,0.0016269674524664879,,,
45,7905,2,0.05720573104918003,-0.002387980232015252,0.020848991349339485,0.0016351188533008099,,,
45,7905,3,0.05720573104918003,-0.002387980232015252,0.021761294454336166,0.0016690217889845371,,,
45,7905,4,0.05720573104918003,-0.002387980232015252,0.02186119370162487,0.0016774055548012257,,,
46,7906,1,0.05161402188241482,-0.05234958324581385,0.022969743236899376,0.002095462754368782,,,
46,7906,2,0.05161402188241482,-0.05234958324581385,0.022477423772215843,0.002096393145620823,,,
46,7906,3,0.05161402188241482,-0.05234958324581385,0.022377951070666313,0.002068785484880209,,,
46,7906,4,0.05161402188241482,-0.05234958324581385,0.021921098232269287,0.0020723340567201376,,,
47,7907,1,0.05357968341559172,-0.13694383949041367,0.01516625378280878,0.001427732757292688,,,
47,7907,2,0.05357968341559172,-0.13694383949041367,0.014701013453304768,0.00138009840156883,,,
47,7907,3,0.05357968341559172,-0.13694383949041367,0.014910335652530193,0.0013598150108009577,,,
47,7907,4,0.05357968341559172,-0.13694383949041367,0.01444611232727766,0.0013141705421730876,,,
48,7908,1,0.04197622509673238,-0.1739947535097599,0.01152691338211298,0.001138867693953216,,,
48,7908,2,0.04197622509673238,-0.1739947535097599,0.011893532238900661,0.0010814594570547342,,,
48,7908,3,0.04197622509673238,-0.1739947535097599,0.01246519573032856,0.0011538254329934716,,,
48,7908,4,0.04197622509673238,-0.1739947535097599,0.012578711844980717,0.001098514418117702,,,
