node_id,x,y
802,0.208,-0.4752504596
803,0.209,-0.4752504596
804,0.21,-0.4752504596
805,0.211,-0.4752504596
806,0.212,-0.4752504596
807,0.213,-0.4752504596
808,0.214,-0.4752504596
809,0.215,-0.4752504596
810,0.216,-0.4752504596
811,0.217,-0.4752504596
812,0.218,-0.4752504596
813,0.219,-0.4752504596
814,0.22,-0.4752504596
815,0.221,-0.4752504596
816,0.222,-0.4752504596
817,0.223,-0.4752504596
818,0.224,-0.4752504596
819,0.225,-0.4752504596
820,0.226,-0.4752504596
821,0.227,-0.4752504596
822,0.228,-0.4752504596
823,0.229,-0.4752504596
824,0.23,-0.4752504596
825,0.231,-0.4752504596
826,0.232,-0.4752504596
827,0.233,-0.4752504596
828,0.234,-0.4752504596
829,0.235,-0.4752504596
830,0.236,-0.4752504596
831,0.237,-0.4752504596
832,0.238,-0.4752504596
833,0.239,-0.4752504596
834,0.24,-0.4752504596
835,0.241,-0.4752504596
836,0.242,-0.4752504596
837,0.243,-0.4752504596
838,0.244,-0.4752504596
839,0.245,-0.4752504596
840,0.246,-0.4752504596
841,0.247,-0.4752504596
842,0.248,-0.4752504596
843,0.249,-0.4752504596
844,0.25,-0.4752504596
845,0.251,-0.4752504596
846,0.252,-0.4752504596
847,0.253,-0.4752504596
848,0.254,-0.4752504596
849,0.255,-0.4752504596
850,0.256,-0.4752504596
851,0.257,-0.4752504596
852,0.258,-0.4752504596
853,0.259,-0.4752504596
854,0.26,-0.4752504596
855,0.261,-0.4752504596
856,0.262,-0.4752504596
857,0.263,-0.4752504596
858,0.264,-0.4752504596
859,0.265,-0.4752504596
860,0.266,-0.4752504596
861,0.267,-0.4752504596
862,0.268,-0.4752504596
863,0.269,-0.4752504596
864,0.27,-0.4752504596
865,0.271,-0.4752504596
866,0.272,-0.4752504596
867,0.273,-0.4752504596
868,0.274,-0.4752504596
869,0.275,-0.4752504596
870,0.276,-0.4752504596
871,0.277,-0.4752504596
872,0.278,-0.4752504596
873,0.279,-0.4752504596
874,0.28,-0.4752504596
875,0.281,-0.4752504596
876,0.282,-0.4752504596
877,0.283,-0.4752504596
878,0.284,-0.4752504596
879,0.285,-0.4752504596
880,0.286,-0.4752504596
881,0.287,-0.4752504596
882,0.288,-0.4752504596
883,0.289,-0.4752504596
884,0.29,-0.4752504596
885,0.291,-0.4752504596
886,0.292,-0.4752504596
887,0.293,-0.4752504596
888,0.294,-0.4752504596
889,0.295,-0.4752504596
890,0.296,-0.4752504596
891,0.297,-0.4752504596
892,0.298,-0.4752504596
893,0.299,-0.4752504596
894,0.3,-0.4752504596
895,0.301,-0.4752504596
896,0.302,-0.4752504596
897,0.303,-0.4752504596
898,0.304,-0.4752504596
899,0.305,-0.4752504596
900,0.306,-0.4752504596
901,0.307,-0.4752504596
902,0.308,-0.4752504596
903,0.309,-0.4752504596
904,0.31,-0.4752504596
905,0.311,-0.4752504596
906,0.312,-0.4752504596
907,0.313,-0.4752504596
908,0.314,-0.4752504596
909,0.315,-0.4752504596
910,0.316,-0.4752504596
