element,integration_point,H_old,H_actual,H_actual_minus_H_old,abs_H_actual_minus_H_old
3373,4,7.334626122104225e-06,7.334626122104225e-06,0.0,0.0
3374,1,9.827159445299233e-06,9.827159445299233e-06,0.0,0.0
3374,2,1.0370946289737737e-05,1.0370946289737737e-05,0.0,0.0
3374,3,1.0367213185758872e-05,1.0367213185758872e-05,0.0,0.0
3374,4,1.0366340849740212e-05,1.0366340849740212e-05,0.0,0.0
3375,1,1.0808763252012147e-05,1.0808763252012147e-05,0.0,0.0
3375,2,1.2059412021080388e-05,1.2059412021080388e-05,0.0,0.0
3375,3,1.2668896022000245e-05,1.2668896022000245e-05,0.0,0.0
3375,4,1.0366882303807406e-05,1.0366882303807406e-05,0.0,0.0
3376,1,1.3856486875479995e-05,1.3856486875479995e-05,0.0,0.0
3376,2,1.665947676790848e-05,1.665947676790848e-05,0.0,0.0
3376,3,1.6110319726795752e-05,1.6110319726795752e-05,0.0,0.0
3376,4,1.4037547918744389e-05,1.4037547918744389e-05,0.0,0.0
3377,1,1.807238747295948e-05,1.807238747295948e-05,0.0,0.0
3377,2,1.887063546470216e-05,1.887063546470216e-05,0.0,0.0
3377,3,1.758318080698273e-05,1.758318080698273e-05,0.0,0.0
3377,4,1.7388606658112692e-05,1.7388606658112692e-05,0.0,0.0
3378,1,1.8806355831951004e-05,1.8806355831951004e-05,0.0,0.0
3378,2,2.1569141973928094e-05,2.1569141973928094e-05,0.0,0.0
3378,3,1.7150589303303706e-05,1.7150589303303706e-05,0.0,0.0
3378,4,1.7505895454015237e-05,1.7505895454015237e-05,0.0,0.0
3379,1,2.3987285713491893e-05,2.3987285713491893e-05,0.0,0.0
3379,2,2.7996919257522964e-05,2.7996919257522964e-05,0.0,0.0
3379,3,2.469012398580629e-05,2.469012398580629e-05,0.0,0.0
3379,4,2.435114108602917e-05,2.435114108602917e-05,0.0,0.0
3380,1,2.9113514781400982e-05,2.9113514781400982e-05,0.0,0.0
3380,2,3.012447867594307e-05,3.012447867594307e-05,0.0,0.0
3380,3,2.44248807712174e-05,2.44248807712174e-05,0.0,0.0
3380,4,2.4627537109902425e-05,2.4627537109902425e-05,0.0,0.0
3381,1,3.0003574848132874e-05,3.0003574848132874e-05,0.0,0.0
3381,2,2.872863742705416e-05,2.872863742705416e-05,0.0,0.0
3381,3,2.407961070603082e-05,2.407961070603082e-05,0.0,0.0
3381,4,2.4234247789261232e-05,2.4234247789261232e-05,0.0,0.0
3382,1,3.871532522375382e-05,3.871532522375382e-05,0.0,0.0
3382,2,3.837329045787267e-05,3.837329045787267e-05,0.0,0.0
3382,3,3.1427663353629475e-05,3.1427663353629475e-05,0.0,0.0
3382,4,2.4060502192439963e-05,2.4060502192439963e-05,0.0,0.0
3383,1,3.961731893042828e-05,3.961731893042828e-05,0.0,0.0
3383,2,4.128102457996187e-05,4.128102457996187e-05,0.0,0.0
3383,3,2.840327356942615e-05,2.840327356942615e-05,0.0,0.0
3383,4,3.0037899619301163e-05,3.0037899619301163e-05,0.0,0.0
3384,1,4.139051020258579e-05,4.139051020258579e-05,0.0,0.0
3384,2,3.994429402482312e-05,3.994429402482312e-05,0.0,0.0
3384,3,3.0513263675123183e-05,3.0513263675123183e-05,0.0,0.0
3384,4,2.8585334860008386e-05,2.8585334860008386e-05,0.0,0.0
3385,1,3.8758331665506e-05,3.8758331665506e-05,0.0,0.0
3385,2,4.651845204799012e-05,4.651845204799012e-05,0.0,0.0
3385,3,2.40392332385238e-05,2.40392332385238e-05,0.0,0.0
3385,4,2.2862867746621227e-05,2.2862867746621227e-05,0.0,0.0
3386,1,4.781762547649615e-05,4.781762547649615e-05,0.0,0.0
3386,2,5.0491926109772246e-05,5.0491926109772246e-05,0.0,0.0
3386,3,2.9747663071569888e-05,2.9747663071569888e-05,0.0,0.0
3386,4,3.2123579431294196e-05,3.2123579431294196e-05,0.0,0.0
3387,1,5.174845234187379e-05,5.174845234187379e-05,0.0,0.0
3387,2,5.136383839486141e-05,5.136383839486141e-05,0.0,0.0
3387,3,3.7139417716396444e-05,3.7139417716396444e-05,0.0,0.0
3387,4,3.1734830111327914e-05,3.1734830111327914e-05,0.0,0.0
3388,1,4.82164038392935e-05,4.82164038392935e-05,0.0,0.0
3388,2,5.0840775113800084e-05,5.0840775113800084e-05,0.0,0.0
3388,3,3.274587087207969e-05,3.274587087207969e-05,0.0,0.0
3388,4,2.236233367843268e-05,2.2364394550894565e-05,2.0608724618844125e-09,2.0608724618844125e-09
3389,1,5.3699482260217494e-05,5.3699482260217494e-05,0.0,0.0
3389,2,6.002947194225391e-05,6.002947194225391e-05,0.0,0.0
3389,3,2.9876616480146665e-05,2.9876616480146665e-05,0.0,0.0
3389,4,2.91766867156411e-05,2.91766867156411e-05,0.0,0.0
3390,1,6.321268447210693e-05,6.321268447210693e-05,0.0,0.0
3390,2,6.334071727491482e-05,6.334071727491482e-05,0.0,0.0
3390,3,1.8947776348196077e-05,1.896559691970126e-05,1.7820571505184257e-08,1.7820571505184257e-08
3390,4,3.585313784645584e-05,3.585313784645584e-05,0.0,0.0
3391,1,5.339501227043335e-05,5.339501227043335e-05,0.0,0.0
3391,2,5.3407354482734275e-05,5.3407354482734275e-05,0.0,0.0
3391,3,2.8831992716193915e-05,2.8831992716193915e-05,0.0,0.0
3391,4,1.5545599065146127e-05,1.5571786277983976e-05,2.6187212837849042e-08,2.6187212837849042e-08
3392,1,6.0563939837799724e-05,6.0563939837799724e-05,0.0,0.0
3392,2,6.954879666462578e-05,6.954879666462578e-05,0.0,0.0
3392,3,3.9162389214510816e-05,3.9162389214510816e-05,0.0,0.0
3392,4,3.01425040949712e-05,3.01425040949712e-05,0.0,0.0
3393,1,7.128223532903711e-05,7.128223532903711e-05,0.0,0.0
3393,2,5.699338473362521e-05,5.699338473362521e-05,0.0,0.0
3393,3,4.309573900222715e-05,4.309573900222715e-05,0.0,0.0
3393,4,4.676325369232245e-05,4.676325369232245e-05,0.0,0.0
3394,1,4.1364151199646505e-05,4.1364151199646505e-05,0.0,0.0
3394,2,2.9235656507184127e-05,2.9235656507184127e-05,0.0,0.0
3394,3,3.8894271579547456e-05,3.8894271579547456e-05,0.0,0.0
3394,4,4.192434946520177e-05,4.192434946520177e-05,0.0,0.0
3395,1,3.1867448759920186e-05,3.1867448759920186e-05,0.0,0.0
3395,2,3.7896328791944033e-05,3.7896328791944033e-05,0.0,0.0
3395,3,0.00014412729992890517,0.00014412729992890517,0.0,0.0
3395,4,3.722768171441413e-05,3.722768171441413e-05,0.0,0.0
3396,1,7.950483591371953e-05,7.950483591371953e-05,0.0,0.0
3396,2,6.94780304462969e-05,6.94780304462969e-05,0.0,0.0
3396,3,0.00012399714842682412,0.00012399714842682412,0.0,0.0
3396,4,0.00013416319744218713,0.00013416319744218713,0.0,0.0
3397,1,0.00022908767240121343,0.00022908767240121343,0.0,0.0
3397,2,0.0005532259151507983,0.0005532259151507983,0.0,0.0
3397,3,0.0007387165274788138,0.0007387165274788138,0.0,0.0
3397,4,0.00020969518142523085,0.00020969518142523085,0.0,0.0
3398,1,0.0006780485792518086,0.0006780485792518086,0.0,0.0
3398,2,0.0008830076426972065,0.0008830076426972065,0.0,0.0
3398,3,0.0011611641578888046,0.0011611641578888046,0.0,0.0
3398,4,0.00079449176329416,0.00079449176329416,0.0,0.0
3399,1,0.0021484742375323697,0.0021484742375323697,0.0,0.0
3399,2,0.0023066743238981235,0.002307550336876167,8.760129780434681e-07,8.760129780434681e-07
3399,3,0.002236963338460566,0.002236963338460566,0.0,0.0
3399,4,0.0018366861915121153,0.0018366861915121153,0.0,0.0
3400,1,0.003634423580979317,0.003634423580979317,0.0,0.0
3400,2,0.0042925823141690255,0.0042925823141690255,0.0,0.0
3400,3,0.0038411070736398935,0.0038411070736398935,0.0,0.0
3400,4,0.00291058189910289,0.00291058189910289,0.0,0.0
3401,1,0.0050631793772041404,0.0050631793772041404,0.0,0.0
3401,2,0.004835789015971446,0.004835789015971446,0.0,0.0
3401,3,0.0038687980732645512,0.0038687980732645512,0.0,0.0
3401,4,0.004179466646670572,0.004179466646670572,0.0,0.0
3402,1,0.004329220351139152,0.004329220351139152,0.0,0.0
3402,2,0.00389424040087634,0.00389424040087634,0.0,0.0
3402,3,0.0035452263449179265,0.0035452263449179265,0.0,0.0
3402,4,0.0038162677758345155,0.0038162677758345155,0.0,0.0
3403,1,0.0034872204160606014,0.0034872204160606014,0.0,0.0
3403,2,0.0027744990662987683,0.0027744990662987683,0.0,0.0
3403,3,0.00280550235812634,0.00280550235812634,0.0,0.0
3403,4,0.0031526640850636123,0.0031526640850636123,0.0,0.0
3404,1,0.0024889557246237015,0.0024889557246237015,0.0,0.0
3404,2,0.0021931266348783327,0.0021931266348783327,0.0,0.0
3404,3,0.0022325921237334716,0.0022325921237334716,0.0,0.0
3404,4,0.002453512309032683,0.002453512309032683,0.0,0.0
3405,1,0.0019787642728268176,0.0019787642728268176,0.0,0.0
3405,2,0.0017787893282651644,0.0017787893282651644,0.0,0.0
3405,3,0.0018563151386734498,0.0018563151386734498,0.0,0.0
3405,4,0.0020464415274965893,0.0020464415274965893,0.0,0.0
3406,1,0.0016639622263598967,0.0016639622263598967,0.0,0.0
3406,2,0.0015052597164307146,0.0015052597164307146,0.0,0.0
3406,3,0.0015714570356509085,0.0015714570356509085,0.0,0.0
3406,4,0.0017388685819488864,0.0017388685819488864,0.0,0.0
3407,1,0.0014128450253975797,0.0014128450253975797,0.0,0.0
3407,2,0.001347568581447797,0.001347568581447797,0.0,0.0
3407,3,0.0014002356799522379,0.0014002356799522379,0.0,0.0
3407,4,0.0014844617641305061,0.0014844617641305061,0.0,0.0
3408,1,0.0012942767426185626,0.0012942767426185626,0.0,0.0
3408,2,0.0012078938701940046,0.0012078938701940046,0.0,0.0
3408,3,0.0012550834026925474,0.0012550834026925474,0.0,0.0
3408,4,0.0013372490250385504,0.0013372490250385504,0.0,0.0
3409,1,0.0011707930036697037,0.0011707930036697037,0.0,0.0
3409,2,0.0011373648520415884,0.0011373648520415884,0.0,0.0
3409,3,0.0011691481564818362,0.0011691481564818362,0.0,0.0
3409,4,0.0012124509004733804,0.0012124509004733804,0.0,0.0
3410,1,0.0011092913559938079,0.0011092913559938079,0.0,0.0
3410,2,0.0010625837431543512,0.0010625837431543512,0.0,0.0
3410,3,0.0010933743016327783,0.0010933743016327783,0.0,0.0
3410,4,0.0011350871558357283,0.0011350871558357283,0.0,0.0
3411,1,0.0010422963762125694,0.0010422963762125694,0.0,0.0
3411,2,0.0010239893875177981,0.0010239893875177981,0.0,0.0
3411,3,0.001043731279878434,0.001043731279878434,0.0,0.0
3411,4,0.0010703565428594514,0.0010703565428594514,0.0,0.0
3412,1,0.0010082194764750247,0.0010082194764750247,0.0,0.0
3412,2,0.0009817700063021685,0.0009817700063021685,0.0,0.0
3412,3,0.0010018754211342244,0.0010018754211342244,0.0,0.0
3412,4,0.0010242578412093593,0.0010242578412093593,0.0,0.0
3413,1,0.0009701486658961915,0.0009701486658961915,0.0,0.0
3413,2,0.0009594998133883828,0.0009594998133883828,0.0,0.0
3413,3,0.0009725407419090802,0.0009725407419090802,0.0,0.0
3413,4,0.0009890150742292952,0.0009890150742292952,0.0,0.0
3414,1,0.0009503895145383267,0.0009503895145383267,0.0,0.0
3414,2,0.0009351709844258397,0.0009351709844258397,0.0,0.0
3414,3,0.0009498118011770693,0.0009498118011770693,0.0,0.0
3414,4,0.0009615244637928451,0.0009615244637928451,0.0,0.0
3415,1,0.000928489635606283,0.000928489635606283,0.0,0.0
3415,2,0.0009225828722040392,0.0009225828722040392,0.0,0.0
3415,3,0.000932397045996332,0.000932397045996332,0.0,0.0
3415,4,0.000942399018307423,0.000942399018307423,0.0,0.0
3416,1,0.0009127657630143191,0.0009127657630143191,0.0,0.0
3416,2,0.0009089461075289797,0.0009089461075289797,0.0,0.0
3416,3,0.0009201227307446651,0.0009201227307446651,0.0,0.0
3416,4,0.0009262587568003636,0.0009262587568003636,0.0,0.0
3417,1,0.0009053158900042821,0.0009053158900042821,0.0,0.0
3417,2,0.000898930116096813,0.000898930116096813,0.0,0.0
3417,3,0.0009100135590445642,0.0009100135590445642,0.0,0.0
3417,4,0.0009158858145584529,0.0009158858145584529,0.0,0.0
3418,1,0.0008962929869769565,0.0008962929869769565,0.0,0.0
3418,2,0.0008951156940618552,0.0008951156940618552,0.0,0.0
3418,3,0.0009036314526361822,0.0009036314526361822,0.0,0.0
3418,4,0.0009067375571303487,0.0009067375571303487,0.0,0.0
3419,1,0.0008933132314257765,0.0008933132314257765,0.0,0.0
3419,2,0.0008895930551678412,0.0008895930551678412,0.0,0.0
3419,3,0.0008984109625236828,0.0008984109625236828,0.0,0.0
3419,4,0.0009014120584063677,0.0009014120584063677,0.0,0.0
3420,1,0.0008899036884403777,0.0008899036884403777,0.0,0.0
3420,2,0.0008886754311687923,0.0008886754311687923,0.0,0.0
3420,3,0.0008953995921135667,0.0008953995921135667,0.0,0.0
3420,4,0.0008968312096274963,0.0008968312096274963,0.0,0.0
3421,1,0.0008879654211644592,0.0008879654211644592,0.0,0.0
3421,2,0.0008873736734574551,0.0008873736734574551,0.0,0.0
3421,3,0.0008930250010932454,0.0008930250010932454,0.0,0.0
3421,4,0.0008943834405835691,0.0008943834405835691,0.0,0.0
3422,1,0.0008870260038088376,0.0008870260038088376,0.0,0.0
3422,2,0.000886515790192937,0.000886515790192937,0.0,0.0
3422,3,0.0008918267343396917,0.0008918267343396917,0.0,0.0
3422,4,0.0008923775728366425,0.0008923775728366425,0.0,0.0
3423,1,0.0008863765808399594,0.0008863765808399594,0.0,0.0
3423,2,0.0008865795706477309,0.0008865795706477309,0.0,0.0
3423,3,0.0008911049999088326,0.0008911049999088326,0.0,0.0
3423,4,0.0008914601676081172,0.0008914601676081172,0.0,0.0
3424,1,0.0008865386158644778,0.0008865386158644778,0.0,0.0
3424,2,0.0008862799825843236,0.0008862799825843236,0.0,0.0
3424,3,0.0008908753123857786,0.0008908753123857786,0.0,0.0
3424,4,0.0008909880969597191,0.0008909880969597191,0.0,0.0
3425,1,0.0008862984958603272,0.0008862984958603272,0.0,0.0
3425,2,0.0008865108520133634,0.0008865108520133634,0.0,0.0
3425,3,0.0008905600234619933,0.0008905600234619933,0.0,0.0
3425,4,0.0008907672570440123,0.0008907672570440123,0.0,0.0
3426,1,0.0008863772418940391,0.0008863772418940391,0.0,0.0
3426,2,0.0008860711058635328,0.0008860711058635328,0.0,0.0
3426,3,0.0008900631962090739,0.0008900631962090739,0.0,0.0
3426,4,0.0008902929722605078,0.0008902929722605078,0.0,0.0
3427,1,0.0008859202430728688,0.0008859202430728688,0.0,0.0
3427,2,0.000885436830559853,0.000885436830559853,0.0,0.0
3427,3,0.0008890426417409681,0.0008890426417409681,0.0,0.0
3427,4,0.0008897768533751451,0.0008897768533751451,0.0,0.0
3428,1,0.0008848988016229439,0.0008848988016229439,0.0,0.0
3428,2,0.0008842361874670901,0.0008842361874670901,0.0,0.0
3428,3,0.0008878736122715863,0.0008878736122715863,0.0,0.0
3428,4,0.0008885172474746697,0.0008885172474746697,0.0,0.0
3429,1,0.0008831182753570012,0.0008831182753570012,0.0,0.0
3429,2,0.0008816417880241982,0.0008816417880241982,0.0,0.0
3429,3,0.0008848261805843903,0.0008848261805843903,0.0,0.0
3429,4,0.0008870615850816123,0.0008870615850816123,0.0,0.0
3430,1,0.0008804408309110606,0.0008804408309110606,0.0,0.0
3430,2,0.0008787880731651544,0.0008787880731651544,0.0,0.0
3430,3,0.0008819210620733492,0.0008819210620733492,0.0,0.0
3430,4,0.0008835262395844984,0.0008835262395844984,0.0,0.0
3431,1,0.0008771169103826247,0.0008771169103826247,0.0,0.0
3431,2,0.0008739463395409338,0.0008739463395409338,0.0,0.0
3431,3,0.0008757162787001616,0.0008757162787001616,0.0,0.0
3431,4,0.0008799581782028877,0.0008799581782028877,0.0,0.0
3432,1,0.0008715145762942831,0.0008715145762942831,0.0,0.0
3432,2,0.0008683556161560296,0.0008683556161560296,0.0,0.0
3432,3,0.0008691302812015712,0.0008691302812015712,0.0,0.0
3432,4,0.0008734553427745403,0.0008734553427745403,0.0,0.0
3433,1,0.0008652002727653368,0.0008652002727653368,0.0,0.0
3433,2,0.0008596960534842012,0.0008596960534842012,0.0,0.0
3433,3,0.0008615470903072539,0.0008615470903072539,0.0,0.0
3433,4,0.0008677326836150614,0.0008677326836150614,0.0,0.0
3434,1,0.0008556082142288969,0.0008556082142288969,0.0,0.0
3434,2,0.0008504278267882718,0.0008504278267882718,0.0,0.0
3434,3,0.0008520165464792268,0.0008520165464792268,0.0,0.0
3434,4,0.0008580678788206221,0.0008580678788206221,0.0,0.0
3435,1,0.0008465312123675571,0.0008465312123675571,0.0,0.0
3435,2,0.0008366071329139151,0.0008366071329139151,0.0,0.0
3435,3,0.0008389634349557627,0.0008389634349557627,0.0,0.0
3435,4,0.0008456565432335989,0.0008456565432335989,0.0,0.0
3436,1,0.0008312760198601532,0.0008312760198601532,0.0,0.0
3436,2,0.0008193584558356694,0.0008193584558356694,0.0,0.0
3436,3,0.0008239375832403676,0.0008239375832403676,0.0,0.0
3436,4,0.0008363321535287647,0.0008363321535287647,0.0,0.0
3437,1,0.0008133786642663006,0.0008133786642663006,0.0,0.0
3437,2,0.0008054857140411596,0.0008054857140411596,0.0,0.0
3437,3,0.0008061478975386721,0.0008061478975386721,0.0,0.0
3437,4,0.0008154828835707289,0.0008154828835707289,0.0,0.0
3438,1,0.0008016794280220846,0.0008016794280220846,0.0,0.0
3438,2,0.0007822954999279844,0.0007822954999279844,0.0,0.0
3438,3,0.0007788940232446443,0.0007788940232446443,0.0,0.0
3438,4,0.0007997555535245247,0.0007997555535245247,0.0,0.0
3439,1,0.0007808542043413287,0.0007808542043413287,0.0,0.0
3439,2,0.0007536939866404045,0.0007536939866404045,0.0,0.0
3439,3,0.000773553798850474,0.000773553798850474,0.0,0.0
3439,4,0.0007770896661060311,0.0007770896661060311,0.0,0.0
3440,1,0.0007380853615173569,0.0007380853615173569,0.0,0.0
3440,2,0.0007279322437398649,0.0007279322437398649,0.0,0.0
3440,3,0.0007380745956931042,0.0007380745956931042,0.0,0.0
3440,4,0.0007473984786612654,0.0007473984786612654,0.0,0.0
3441,1,1.7398790264073442e-07,1.7398790264073442e-07,0.0,0.0
3441,2,1.6829002547545205e-07,1.6829002547545205e-07,0.0,0.0
3441,3,2.6708352265888003e-07,2.6708352265888003e-07,0.0,0.0
3441,4,2.4766560520374894e-07,2.4766560520374894e-07,0.0,0.0
3442,1,1.6476931527421603e-07,1.6476931527421603e-07,0.0,0.0
3442,2,1.6403058006907157e-07,1.6403058006907157e-07,0.0,0.0
3442,3,2.784371218390492e-07,2.784371218390492e-07,0.0,0.0
3442,4,2.780553680806742e-07,2.780553680806742e-07,0.0,0.0
3443,1,2.3524385532920615e-07,2.3524385532920615e-07,0.0,0.0
3443,2,2.4637072498293693e-07,2.4637072498293693e-07,0.0,0.0
3443,3,9.394700689622763e-07,9.394700689622763e-07,0.0,0.0
3443,4,2.6768846002968195e-07,2.6768846002968195e-07,0.0,0.0
3444,1,1.007329787259e-06,1.007329787259e-06,0.0,0.0
3444,2,9.847735885506315e-07,9.847735885506315e-07,0.0,0.0
3444,3,1.3798116138838153e-06,1.3798116138838153e-06,0.0,0.0
3444,4,1.180719968682653e-06,1.180719968682653e-06,0.0,0.0
3445,1,9.686585679504075e-07,9.686585679504075e-07,0.0,0.0
3445,2,9.599594301937547e-07,9.599594301937547e-07,0.0,0.0
3445,3,1.4333674412017851e-06,1.4333674412017851e-06,0.0,0.0
3445,4,1.4273193757962605e-06,1.4273193757962605e-06,0.0,0.0
3446,1,1.1869082672228362e-06,1.1869082672228362e-06,0.0,0.0
3446,2,1.2153638393588665e-06,1.2153638393588665e-06,0.0,0.0
3446,3,2.6996968028338385e-06,2.6996968028338385e-06,0.0,0.0
3446,4,1.3899129997110107e-06,1.3899129997110107e-06,0.0,0.0
3447,1,1.6928744015569999e-06,1.6928744015569999e-06,0.0,0.0
3447,2,2.7771007422131334e-06,2.7771007422131334e-06,0.0,0.0
3447,3,3.4526657449812612e-06,3.4526657449812612e-06,0.0,0.0
3447,4,3.105902866587733e-06,3.105902866587733e-06,0.0,0.0
3448,1,2.7438774129908125e-06,2.7438774129908125e-06,0.0,0.0
3448,2,2.7192295198242768e-06,2.7192295198242768e-06,0.0,0.0
3448,3,3.5611972760834617e-06,3.5611972760834617e-06,0.0,0.0
3448,4,3.5388887309183697e-06,3.5388887309183697e-06,0.0,0.0
3449,1,2.9706727189470643e-06,2.9706727189470643e-06,0.0,0.0
3449,2,3.080858150082201e-06,3.080858150082201e-06,0.0,0.0
3449,3,5.246387792434912e-06,5.246387792434912e-06,0.0,0.0
3449,4,3.491628794996245e-06,3.491628794996245e-06,0.0,0.0
3450,1,3.7380925949668693e-06,3.7380925949668693e-06,0.0,0.0
3450,2,5.828645594777723e-06,5.828645594777723e-06,0.0,0.0
3450,3,6.455839432467449e-06,6.455839432467449e-06,0.0,0.0
3450,4,5.739659830151838e-06,5.739659830151838e-06,0.0,0.0
3451,1,5.787710855484074e-06,5.787710855484074e-06,0.0,0.0
3451,2,5.754652795914324e-06,5.754652795914324e-06,0.0,0.0
3451,3,6.572114313325103e-06,6.572114313325103e-06,0.0,0.0
3451,4,6.535807344088732e-06,6.535807344088732e-06,0.0,0.0
3452,1,5.762022245868142e-06,5.762022245868142e-06,0.0,0.0
3452,2,5.8021133798157895e-06,5.8021133798157895e-06,0.0,0.0
3452,3,6.397807889445736e-06,6.397807889445736e-06,0.0,0.0
3452,4,6.5225100056679604e-06,6.5225100056679604e-06,0.0,0.0
3453,1,7.388539797890393e-06,7.388539797890393e-06,0.0,0.0
3453,2,1.0361133209776202e-05,1.0361133209776202e-05,0.0,0.0
3453,3,1.0354860066304398e-05,1.0354860066304398e-05,0.0,0.0
3453,4,8.609753438593851e-06,8.609753438593851e-06,0.0,0.0
3454,1,1.0361652580175786e-05,1.0361652580175786e-05,0.0,0.0
3454,2,1.0362010005843261e-05,1.0362010005843261e-05,0.0,0.0
3454,3,1.0353483296892446e-05,1.0353483296892446e-05,0.0,0.0
3454,4,1.035411583098588e-05,1.035411583098588e-05,0.0,0.0
3455,1,1.0361819734915694e-05,1.0361819734915694e-05,0.0,0.0
3455,2,1.03611093139778e-05,1.03611093139778e-05,0.0,0.0
3455,3,1.0354364238100824e-05,1.0354364238100824e-05,0.0,0.0
3455,4,1.0353585988923415e-05,1.0353585988923415e-05,0.0,0.0
3456,1,1.4177875579859111e-05,1.4177875579859111e-05,0.0,0.0
3456,2,1.6075049644913937e-05,1.6075049644913937e-05,0.0,0.0
3456,3,1.1761760920131403e-05,1.1761760920131403e-05,0.0,0.0
3456,4,1.1304730756817348e-05,1.1304730756817348e-05,0.0,0.0
3457,1,1.6070074833041545e-05,1.6070074833041545e-05,0.0,0.0
3457,2,1.6012743534129874e-05,1.6012743534129874e-05,0.0,0.0
3457,3,1.3897374210786164e-05,1.3897374210786164e-05,0.0,0.0
3457,4,1.4276705321716903e-05,1.4276705321716903e-05,0.0,0.0
3458,1,1.5936890233054562e-05,1.5936890233054562e-05,0.0,0.0
3458,2,1.5836008793139897e-05,1.5836008793139897e-05,0.0,0.0
3458,3,1.3416783729130827e-05,1.3416783729130827e-05,0.0,0.0
3458,4,1.3837521058438922e-05,1.3837521058438922e-05,0.0,0.0
3459,1,1.5788266230980545e-05,1.5788266230980545e-05,0.0,0.0
3459,2,2.2046765153457482e-05,2.2046765153457482e-05,0.0,0.0
3459,3,1.5164291842184185e-05,1.5164291842184185e-05,0.0,0.0
3459,4,1.4060276735510568e-05,1.4060276735510568e-05,0.0,0.0
3460,1,2.1156872338107727e-05,2.1156872338107727e-05,0.0,0.0
3460,2,1.9998343436659473e-05,1.9998343436659473e-05,0.0,0.0
3460,3,1.6893126406708427e-05,1.6893126406708427e-05,0.0,0.0
3460,4,1.5805105353063203e-05,1.5805105353063203e-05,0.0,0.0
3461,1,1.978940172978007e-05,1.978940172978007e-05,0.0,0.0
3461,2,2.0565768129518952e-05,2.0565768129518952e-05,0.0,0.0
3461,3,1.680909062958419e-05,1.680909062958419e-05,0.0,0.0
3461,4,1.672539388169646e-05,1.672539388169646e-05,0.0,0.0
3462,1,1.7977698925080877e-05,1.7977698925080877e-05,0.0,0.0
3462,2,1.926633367400674e-05,1.926633367400674e-05,0.0,0.0
3462,3,1.920996307952386e-05,1.920996307952386e-05,0.0,0.0
3462,4,1.7639013529636262e-05,1.7639013529636262e-05,0.0,0.0
3463,1,2.5118645395999074e-05,2.5118645395999074e-05,0.0,0.0
3463,2,2.250538199778096e-05,2.250538199778096e-05,0.0,0.0
3463,3,2.0433491453362376e-05,2.0433491453362376e-05,0.0,0.0
3463,4,2.006856350882181e-05,2.006856350882181e-05,0.0,0.0
3464,1,2.2676036136187807e-05,2.2676036136187807e-05,0.0,0.0
3464,2,2.082931296763846e-05,2.082931296763846e-05,0.0,0.0
3464,3,2.076320180841245e-05,2.076320180841245e-05,0.0,0.0
3464,4,2.0366182383979858e-05,2.0366182383979858e-05,0.0,0.0
3465,1,2.11955264066147e-05,2.11955264066147e-05,0.0,0.0
3465,2,2.1778032897062218e-05,2.1778032897062218e-05,0.0,0.0
3465,3,2.175652507741811e-05,2.175652507741811e-05,0.0,0.0
3465,4,2.1139738435123425e-05,2.1139738435123425e-05,0.0,0.0
3466,1,2.617336268859561e-05,2.617336268859561e-05,0.0,0.0
3466,2,2.3094001240955793e-05,2.3094001240955793e-05,0.0,0.0
3466,3,2.180887036140873e-05,2.180887036140873e-05,0.0,0.0
3466,4,2.0502881327228392e-05,2.0502881327228392e-05,0.0,0.0
3467,1,2.4788754116453067e-05,2.4788754116453067e-05,0.0,0.0
3467,2,2.1119481962688227e-05,2.1119481962688227e-05,0.0,0.0
3467,3,2.111957264570299e-05,2.111957264570299e-05,0.0,0.0
3467,4,2.121449896420457e-05,2.121449896420457e-05,0.0,0.0
3468,1,1.993717372760633e-05,1.993717372760633e-05,0.0,0.0
3468,2,1.848348125023459e-05,1.848348125023459e-05,0.0,0.0
3468,3,1.848674362695262e-05,1.848674362695262e-05,0.0,0.0
3468,4,1.9938959396836746e-05,1.9938959396836746e-05,0.0,0.0
3469,1,2.072133669763722e-05,2.072133669763722e-05,0.0,0.0
3469,2,1.9998144570312116e-05,1.9998144570312116e-05,0.0,0.0
3469,3,1.7469853924510988e-05,1.7469853924510988e-05,0.0,0.0
3469,4,1.7233168062493964e-05,1.7233168062493964e-05,0.0,0.0
3470,1,1.729996197855226e-05,1.729996197855226e-05,0.0,0.0
3470,2,1.5710598165320773e-05,1.5710598165320773e-05,0.0,0.0
3470,3,1.5578023792333726e-05,1.5578023792333726e-05,0.0,0.0
3470,4,1.7268325621306226e-05,1.7268325621306226e-05,0.0,0.0
3471,1,1.4322731648558917e-05,1.4322731648558917e-05,0.0,0.0
3471,2,1.7814688075691838e-05,1.7814688075691838e-05,0.0,0.0
3471,3,1.3407449201479957e-05,1.3407449201479957e-05,0.0,0.0
3471,4,1.4123803050957822e-05,1.4123803050957822e-05,0.0,0.0
3472,1,1.683079659650966e-05,1.683079659650966e-05,0.0,0.0
3472,2,1.983761879420877e-05,1.983761879420877e-05,0.0,0.0
3472,3,1.879793390342166e-05,1.879793390342166e-05,0.0,0.0
3472,4,1.3147153077465227e-05,1.3147153077465227e-05,0.0,0.0
3473,1,2.9585713071015987e-05,2.9585713071015987e-05,0.0,0.0
3473,2,4.4088221975940574e-05,4.4088221975940574e-05,0.0,0.0
3473,3,4.8740363388180384e-05,4.8740363388180384e-05,0.0,0.0
3473,4,3.1064015302909e-05,3.1064015302909e-05,0.0,0.0
