element,integration_point,H_old,H_actual,H_actual_minus_H_old,abs_H_actual_minus_H_old
897,2,9.194297021916987e-06,9.194297021916987e-06,0.0,0.0
897,3,9.666135168399716e-06,9.666135168399716e-06,0.0,0.0
897,4,5.844985577643545e-06,5.844985577643545e-06,0.0,0.0
898,1,1.1900144543994378e-05,1.1900144543994378e-05,0.0,0.0
898,2,1.471631949327111e-05,1.471631949327111e-05,0.0,0.0
898,3,1.6515402766250758e-05,1.6515402766250758e-05,0.0,0.0
898,4,1.1626074916803765e-05,1.1626074916803765e-05,0.0,0.0
899,1,1.586859802711609e-05,1.586859802711609e-05,0.0,0.0
899,2,1.677801222675094e-05,1.677801222675094e-05,0.0,0.0
899,3,1.6877752359061683e-05,1.6877752359061683e-05,0.0,0.0
899,4,1.6517951523494228e-05,1.6517951523494228e-05,0.0,0.0
900,1,1.9446053799906526e-05,1.9446053799906526e-05,0.0,0.0
900,2,2.5774729428170186e-05,2.5774729428170186e-05,0.0,0.0
900,3,2.5467005707712872e-05,2.5467005707712872e-05,0.0,0.0
900,4,1.739155719406176e-05,1.739155719406176e-05,0.0,0.0
901,1,2.888734986881751e-05,2.888734986881751e-05,0.0,0.0
901,2,2.977656948169201e-05,2.977656948169201e-05,0.0,0.0
901,3,2.847124977659686e-05,2.847124977659686e-05,0.0,0.0
901,4,2.7271423910634118e-05,2.7271423910634118e-05,0.0,0.0
902,1,3.1040523634348854e-05,3.1040523634348854e-05,0.0,0.0
902,2,3.597832940654033e-05,3.597832940654033e-05,0.0,0.0
902,3,3.963231516958454e-05,3.963231516958454e-05,0.0,0.0
902,4,3.3425222711338344e-05,3.3425222711338344e-05,0.0,0.0
903,1,4.0553823831001955e-05,4.0553823831001955e-05,0.0,0.0
903,2,5.3886934761519686e-05,5.3886934761519686e-05,0.0,0.0
903,3,4.742605813067326e-05,4.742605813067326e-05,0.0,0.0
903,4,4.449228932547827e-05,4.449228932547827e-05,0.0,0.0
904,1,5.540637854583163e-05,5.540637854583163e-05,0.0,0.0
904,2,5.877169021038358e-05,5.877169021038358e-05,0.0,0.0
904,3,5.292558489463317e-05,5.292558489463317e-05,0.0,0.0
904,4,5.015253492153857e-05,5.015253492153857e-05,0.0,0.0
905,1,6.071989048558673e-05,6.071989048558673e-05,0.0,0.0
905,2,8.457630503546935e-05,8.457630503546935e-05,0.0,0.0
905,3,8.170752677369368e-05,8.170752677369368e-05,0.0,0.0
905,4,5.544036784758832e-05,5.544036784758832e-05,0.0,0.0
906,1,9.127874500650193e-05,9.127874500650193e-05,0.0,0.0
906,2,9.831384606874042e-05,9.831384606874042e-05,0.0,0.0
906,3,9.977962025820372e-05,9.977962025820372e-05,0.0,0.0
906,4,9.490787139259784e-05,9.490787139259784e-05,0.0,0.0
907,1,0.00010311561847729796,0.00010311561847729796,0.0,0.0
907,2,0.00010602973851054513,0.00010602973851054513,0.0,0.0
907,3,0.00010290915603306306,0.00010290915603306306,0.0,0.0
907,4,0.00010127450374444986,0.00010127450374444986,0.0,0.0
908,1,0.00011156504462746201,0.00011156504462746201,0.0,0.0
908,2,0.00011778343284097042,0.00011778343284097042,0.0,0.0
908,3,0.00011688099008945773,0.00011688099008945773,0.0,0.0
908,4,0.00010774425987069647,0.00010774425987069647,0.0,0.0
909,1,0.00015062795546428903,0.00015062795546428903,0.0,0.0
909,2,0.00016504985895181298,0.00016504985895181298,0.0,0.0
909,3,0.00016408663266719533,0.00016408663266719533,0.0,0.0
909,4,0.00015532169658162283,0.00015532169658162283,0.0,0.0
910,1,0.0001737421554525171,0.0001737421554525171,0.0,0.0
910,2,0.00017795905874112884,0.00017795905874112884,0.0,0.0
910,3,0.0001764574696522021,0.0001764574696522021,0.0,0.0
910,4,0.00017153532484893806,0.00017153532484893806,0.0,0.0
911,1,0.000179066326135947,0.000179066326135947,0.0,0.0
911,2,0.00018350838641039146,0.00018350838641039146,0.0,0.0
911,3,0.00019132429854252868,0.00019132429854252868,0.0,0.0
911,4,0.00018140946854879224,0.00018140946854879224,0.0,0.0
912,1,0.00019454722585424616,0.00019454722585424616,0.0,0.0
912,2,0.00020612041609923294,0.00020612041609923294,0.0,0.0
912,3,0.00021626521269621003,0.00021626521269621003,0.0,0.0
912,4,0.00020278497011325006,0.00020278497011325006,0.0,0.0
913,1,0.000282736720368934,0.000282736720368934,0.0,0.0
913,2,0.0002954411348670584,0.0002954411348670584,0.0,0.0
913,3,0.0002827064751831197,0.0002827064751831197,0.0,0.0
913,4,0.000269169982699456,0.000269169982699456,0.0,0.0
914,1,0.0003037870266553335,0.0003037870266553335,0.0,0.0
914,2,0.0003093327090111046,0.0003093327090111046,0.0,0.0
914,3,0.0003023844867596086,0.0003023844867596086,0.0,0.0
914,4,0.0002935929021363791,0.0002935929021363791,0.0,0.0
915,1,0.00031119670054166197,0.00031119670054166197,0.0,0.0
915,2,0.00032056076549740934,0.00032056076549740934,0.0,0.0
915,3,0.0003332404153741091,0.0003332404153741091,0.0,0.0
915,4,0.00030369865361031976,0.00030369865361031976,0.0,0.0
916,1,0.00033393367494964366,0.00033393367494964366,0.0,0.0
916,2,0.0003560251281309921,0.0003560251281309921,0.0,0.0
916,3,0.0003756857214532155,0.0003756857214532155,0.0,0.0
916,4,0.00035051143451226077,0.00035051143451226077,0.0,0.0
917,1,0.00045007166839249106,0.00045007166839249106,0.0,0.0
917,2,0.00045969490982029486,0.00045969490982029486,0.0,0.0
917,3,0.00045020316779855005,0.00045020316779855005,0.0,0.0
917,4,0.00044043794803036765,0.00044043794803036765,0.0,0.0
918,1,0.0004678959735886635,0.0004678959735886635,0.0,0.0
918,2,0.00047522011523551985,0.00047522011523551985,0.0,0.0
918,3,0.0004729938752482536,0.0004729938752482536,0.0,0.0
918,4,0.0004614523151263977,0.0004614523151263977,0.0,0.0
919,1,0.00047736490472383635,0.00047736490472383635,0.0,0.0
919,2,0.0004898072442088392,0.0004898072442088392,0.0,0.0
919,3,0.0004931879401028253,0.0004931879401028253,0.0,0.0
919,4,0.00047980270772685275,0.00047980270772685275,0.0,0.0
920,1,0.0005108441242142156,0.0005108441242142156,0.0,0.0
920,2,0.000571012074435599,0.000571012074435599,0.0,0.0
920,3,0.0005891062817901901,0.0005891062817901901,0.0,0.0
920,4,0.000512057935068819,0.000512057935068819,0.0,0.0
921,1,0.0005756875926327591,0.0005756875926327591,0.0,0.0
921,2,0.0005892845518132431,0.0005892845518132431,0.0,0.0
921,3,0.0006111882003050774,0.0006111882003050774,0.0,0.0
921,4,0.0005987256752920333,0.0005987256752920333,0.0,0.0
922,1,0.0005966875975899877,0.0005966875975899877,0.0,0.0
922,2,0.0006497215557182731,0.0006497215557182731,0.0,0.0
922,3,0.0006397261390461997,0.0006397261390461997,0.0,0.0
922,4,0.0006206217024469199,0.0006206217024469199,0.0,0.0
923,1,0.0006681254449401289,0.0006681254449401289,0.0,0.0
923,2,0.000685661156240148,0.000685661156240148,0.0,0.0
923,3,0.0006918443245978723,0.0006918443245978723,0.0,0.0
923,4,0.000669258303873968,0.000669258303873968,0.0,0.0
924,1,0.0006868195209345026,0.0006868195209345026,0.0,0.0
924,2,0.0007221320943706087,0.0007221320943706087,0.0,0.0
924,3,0.0007139622897756946,0.0007139622897756946,0.0,0.0
924,4,0.0006944031075666959,0.0006944031075666959,0.0,0.0
925,1,0.0007470250529006037,0.0007470250529006037,0.0,0.0
925,2,0.0007701924261622447,0.0007701924261622447,0.0,0.0
925,3,0.0007723616942032913,0.0007723616942032913,0.0,0.0
925,4,0.0007444514367677954,0.0007444514367677954,0.0,0.0
926,1,0.0007747714175701472,0.0007747714175701472,0.0,0.0
926,2,0.0007902958059255821,0.0007902958059255821,0.0,0.0
926,3,0.0007868485756624992,0.0007868485756624992,0.0,0.0
926,4,0.0007758330568787921,0.0007758330568787921,0.0,0.0
927,1,0.0008133710318880078,0.0008133710318880078,0.0,0.0
927,2,0.0008455534424710893,0.0008455534424710893,0.0,0.0
927,3,0.0008409665021001087,0.0008409665021001087,0.0,0.0
927,4,0.0008087632384238656,0.0008087632384238656,0.0,0.0
928,1,0.0008543999445474072,0.0008543999445474072,0.0,0.0
928,2,0.0008580046630924795,0.0008580046630924795,0.0,0.0
928,3,0.0008599395394414206,0.0008599395394414206,0.0,0.0
928,4,0.0008584481893452686,0.0008584481893452686,0.0,0.0
929,1,0.0008701445260929894,0.0008701445260929894,0.0,0.0
929,2,0.0009006982130602393,0.0009006982130602393,0.0,0.0
929,3,0.0008949596908462078,0.0008949596908462078,0.0,0.0
929,4,0.0008707892823105057,0.0008707892823105057,0.0,0.0
930,1,0.0009161557843824362,0.0009161557843824362,0.0,0.0
930,2,0.0009216064168980484,0.0009216064168980484,0.0,0.0
930,3,0.00092847626001069,0.00092847626001069,0.0,0.0
930,4,0.000929263638293234,0.000929263638293234,0.0,0.0
931,1,0.0009252981555156172,0.0009252981555156172,0.0,0.0
931,2,0.0009422915086651708,0.0009422915086651708,0.0,0.0
931,3,0.0009405682550157247,0.0009405682550157247,0.0,0.0
931,4,0.0009311101153672508,0.0009311101153672508,0.0,0.0
932,1,0.0009573001812230493,0.0009573001812230493,0.0,0.0
932,2,0.000977409170792284,0.000977409170792284,0.0,0.0
932,3,0.0009907699923948458,0.0009907699923948458,0.0,0.0
932,4,0.0009887033215370176,0.0009887033215370176,0.0,0.0
933,1,0.0009785691590715791,0.0009785691590715791,0.0,0.0
933,2,0.0009832013214104889,0.0009832013214104889,0.0,0.0
933,3,0.0009954467148196307,0.0009954467148196307,0.0,0.0
933,4,0.0009932144689764858,0.0009932144689764858,0.0,0.0
934,1,0.0010045306280225138,0.0010045306280225138,0.0,0.0
934,2,0.0010296664332274897,0.0010296664332274897,0.0,0.0
934,3,0.0010363263551421802,0.0010363263551421802,0.0,0.0
934,4,0.001026379965581079,0.001026379965581079,0.0,0.0
935,1,0.0010318390163792147,0.0010318390163792147,0.0,0.0
935,2,0.0010332319283734585,0.0010332319283734585,0.0,0.0
935,3,0.0010432604219076278,0.0010432604219076278,0.0,0.0
935,4,0.0010400552081014538,0.0010400552081014538,0.0,0.0
936,1,0.001051054310841273,0.001051054310841273,0.0,0.0
936,2,0.0010588136325506712,0.0010588136325506712,0.0,0.0
936,3,0.0010609979795354904,0.0010609979795354904,0.0,0.0
936,4,0.0010485155332687634,0.0010485155332687634,0.0,0.0
937,1,0.00106254776211843,0.00106254776211843,0.0,0.0
937,2,0.001062344464287971,0.001062344464287971,0.0,0.0
937,3,0.0010673887174271408,0.0010673887174271408,0.0,0.0
937,4,0.0010655824414862014,0.0010655824414862014,0.0,0.0
938,1,0.0010719234661434622,0.0010719234661434622,0.0,0.0
938,2,0.0010773386064263616,0.0010773386064263616,0.0,0.0
938,3,0.0010789838342284896,0.0010789838342284896,0.0,0.0
938,4,0.001070697635183633,0.001070697635183633,0.0,0.0
939,1,0.0010819481772077941,0.0010819481772077941,0.0,0.0
939,2,0.0010818867115751022,0.0010818867115751022,0.0,0.0
939,3,0.0010857269397697108,0.0010857269397697108,0.0,0.0
939,4,0.001083083426503496,0.001083083426503496,0.0,0.0
940,1,0.0010813216125174063,0.0010813216125174063,0.0,0.0
940,2,0.0010924817062629736,0.0010924817062629736,0.0,0.0
940,3,0.0010924396309507423,0.0010924396309507423,0.0,0.0
940,4,0.001087197229055372,0.001087197229055372,0.0,0.0
941,1,0.0010953691845866113,0.0010953691845866113,0.0,0.0
941,2,0.0010985323038764502,0.0010985323038764502,0.0,0.0
941,3,0.0010995239646217454,0.0010995239646217454,0.0,0.0
941,4,0.0010967427054417327,0.0010967427054417327,0.0,0.0
942,1,0.001098358795938492,0.001098358795938492,0.0,0.0
942,2,0.0010978358690181649,0.0010978358690181649,0.0,0.0
942,3,0.001102406919170738,0.001102406919170738,0.0,0.0
942,4,0.0011008014559894046,0.0011008014559894046,0.0,0.0
943,1,0.001104400388350912,0.001104400388350912,0.0,0.0
943,2,0.0011083527711268763,0.0011083527711268763,0.0,0.0
943,3,0.0011072054281700931,0.0011072054281700931,0.0,0.0
943,4,0.0011046906638662911,0.0011046906638662911,0.0,0.0
944,1,0.0011083289590118584,0.0011083289590118584,0.0,0.0
944,2,0.0011082836200373713,0.0011082836200373713,0.0,0.0
944,3,0.0011084615927463698,0.0011084615927463698,0.0,0.0
944,4,0.0011084993064425794,0.0011084993064425794,0.0,0.0
945,1,0.0011082632002093233,0.0011082632002093233,0.0,0.0
945,2,0.001113262207829985,0.001113262207829985,0.0,0.0
945,3,0.0011143210244617258,0.0011143210244617258,0.0,0.0
945,4,0.0011103491001890483,0.0011103491001890483,0.0,0.0
946,1,0.0011155474765029744,0.0011155474765029744,0.0,0.0
946,2,0.001115838964685803,0.001115838964685803,0.0,0.0
946,3,0.0011146272243621625,0.0011146272243621625,0.0,0.0
946,4,0.0011143704500870836,0.0011143704500870836,0.0,0.0
947,1,0.0011177386897282973,0.0011177386897282973,0.0,0.0
947,2,0.0011210334941230585,0.0011210334941230585,0.0,0.0
947,3,0.001121065749860126,0.001121065749860126,0.0,0.0
947,4,0.0011148124281358442,0.0011148124281358442,0.0,0.0
948,1,0.0011233404156794384,0.0011233404156794384,0.0,0.0
948,2,0.0011241342637723995,0.0011241342637723995,0.0,0.0
948,3,0.001121620177002881,0.001121620177002881,0.0,0.0
948,4,0.0011212984090733487,0.0011212984090733487,0.0,0.0
949,1,0.0011237200579317912,0.0011237200579317912,0.0,0.0
949,2,0.0011288114282007795,0.0011288114282007795,0.0,0.0
949,3,0.0011223370564970993,0.0011223370564970993,0.0,0.0
949,4,0.0011216472958410456,0.0011216472958410456,0.0,0.0
950,1,0.0011316287119654234,0.0011316287119654234,0.0,0.0
950,2,0.0011330001456788814,0.0011330001456788814,0.0,0.0
950,3,0.0011280224246479277,0.0011280224246479277,0.0,0.0
950,4,0.001127125423390913,0.001127125423390913,0.0,0.0
951,1,0.0011331435248305073,0.0011331435248305073,0.0,0.0
951,2,0.0011369153434089725,0.0011369153434089725,0.0,0.0
951,3,0.001128640404906259,0.001128640404906259,0.0,0.0
951,4,0.0011285518489349308,0.0011285518489349308,0.0,0.0
952,1,0.001140265851813558,0.001140265851813558,0.0,0.0
952,2,0.0011460019282173326,0.0011460019282173326,0.0,0.0
952,3,0.001144993328180762,0.001144993328180762,0.0,0.0
952,4,0.0011284671116005176,0.0011284671116005176,0.0,0.0
953,1,0.0011489496416648244,0.0011489496416648244,0.0,0.0
953,2,0.0011499926422484526,0.0011499926422484526,0.0,0.0
953,3,0.0011452851066184814,0.0011452851066184814,0.0,0.0
953,4,0.0011452508846177302,0.0011452508846177302,0.0,0.0
954,1,0.0011495410448840553,0.0011495410448840553,0.0,0.0
954,2,0.0011576780008587504,0.0011576780008587504,0.0,0.0
954,3,0.0011427296987415979,0.0011427296987415979,0.0,0.0
954,4,0.0011444812055675811,0.0011444812055675811,0.0,0.0
955,1,0.0011641978841324136,0.0011641978841324136,0.0,0.0
955,2,0.0011737179065416665,0.0011737179065416665,0.0,0.0
955,3,0.0011696146849957893,0.0011696146849957893,0.0,0.0
955,4,0.0011416495415912213,0.0011416495415912213,0.0,0.0
956,1,0.0011777521100939034,0.0011777521100939034,0.0,0.0
956,2,0.0011789461102142834,0.0011789461102142834,0.0,0.0
956,3,0.001170235457686367,0.001170235457686367,0.0,0.0
956,4,0.001170224269796882,0.001170224269796882,0.0,0.0
957,1,0.0011779295397997993,0.0011779295397997993,0.0,0.0
957,2,0.0011950082884887268,0.0011950082884887268,0.0,0.0
957,3,0.0011677258258018333,0.0011677258258018333,0.0,0.0
957,4,0.001169354663391162,0.001169354663391162,0.0,0.0
958,1,0.0012060608927738623,0.0012060608927738623,0.0,0.0
958,2,0.001219640945930047,0.001219640945930047,0.0,0.0
958,3,0.0012131277112337091,0.0012131277112337091,0.0,0.0
958,4,0.0012060719811860686,0.0012060719811860686,0.0,0.0
959,1,0.0012245074976567493,0.0012245074976567493,0.0,0.0
959,2,0.0012251916040850784,0.0012251916040850784,0.0,0.0
959,3,0.0012152148842139456,0.0012152148842139456,0.0,0.0
959,4,0.001214855575824755,0.001214855575824755,0.0,0.0
960,1,0.001223124690284119,0.001223124690284119,0.0,0.0
960,2,0.001218666231183876,0.001218666231183876,0.0,0.0
960,3,0.0012108145651696298,0.0012108145651696298,0.0,0.0
960,4,0.0012136993563816758,0.0012136993563816758,0.0,0.0
961,1,3.083223077001543e-05,3.083223077001543e-05,0.0,0.0
961,2,3.095126755638021e-05,3.095126755638021e-05,0.0,0.0
961,3,3.061186586668888e-05,3.061186586668888e-05,0.0,0.0
961,4,3.080351377044839e-05,3.080351377044839e-05,0.0,0.0
962,1,3.0988672135039034e-05,3.0988672135039034e-05,0.0,0.0
962,2,3.0478977929182178e-05,3.0478977929182178e-05,0.0,0.0
962,3,2.911143545698364e-05,2.911143545698364e-05,0.0,0.0
962,4,3.074032539603237e-05,3.074032539603237e-05,0.0,0.0
963,1,2.851714295634489e-05,2.851714295634489e-05,0.0,0.0
963,2,2.335255539045549e-05,2.335255539045549e-05,0.0,0.0
963,3,2.177764669022137e-05,2.177764669022137e-05,0.0,0.0
963,4,2.6889711061294073e-05,2.6889711061294073e-05,0.0,0.0
964,1,1.9599435247883626e-05,1.9599435247883626e-05,0.0,0.0
964,2,1.5989584238941536e-05,1.5989584238941536e-05,0.0,0.0
964,3,1.6167105931362758e-05,1.6167105931362758e-05,0.0,0.0
964,4,1.8337363696669343e-05,1.8337363696669343e-05,0.0,0.0
965,1,1.5987778577304653e-05,1.5987778577304653e-05,0.0,0.0
965,2,1.6004049926781142e-05,1.6004049926781142e-05,0.0,0.0
965,3,1.5125358036527684e-05,1.5125358036527684e-05,0.0,0.0
965,4,1.5951682109238203e-05,1.5951682109238203e-05,0.0,0.0
966,1,1.3468013388806452e-05,1.3468013388806452e-05,0.0,0.0
966,2,7.913888616556113e-06,7.918059537321866e-06,4.170920765752796e-09,4.170920765752796e-09
966,3,1.030101778772976e-05,1.030101778772976e-05,0.0,0.0
966,4,1.343847106293097e-05,1.343847106293097e-05,0.0,0.0
967,1,6.979796363655072e-06,6.984919970935938e-06,5.123607280866746e-09,5.123607280866746e-09
967,2,6.94252987581434e-06,6.94252987581434e-06,0.0,0.0
967,3,7.018761508566587e-06,7.018761508566587e-06,0.0,0.0
967,4,7.006610634840624e-06,7.006610634840624e-06,0.0,0.0
968,1,6.942931614846304e-06,6.942931614846304e-06,0.0,0.0
968,2,6.9436164431447845e-06,6.9436164431447845e-06,0.0,0.0
968,3,5.865037691157522e-06,5.865037691157522e-06,0.0,0.0
968,4,7.014323779139414e-06,7.014323779139414e-06,0.0,0.0
969,1,4.182994404838915e-06,4.182994404838915e-06,0.0,0.0
969,2,2.757096080493138e-06,2.763988954740372e-06,6.892874247234174e-09,6.892874247234174e-09
969,3,2.5719651477618816e-06,2.5719651477618816e-06,0.0,0.0
969,4,4.919912822970499e-06,4.919912822970499e-06,0.0,0.0
970,1,2.583030988144729e-06,2.583030988144729e-06,0.0,0.0
970,2,2.579177756000339e-06,2.579177756000339e-06,0.0,0.0
970,3,2.566452510632573e-06,2.566452510632573e-06,0.0,0.0
970,4,2.5684340741876652e-06,2.5684340741876652e-06,0.0,0.0
971,1,2.5773871106862806e-06,2.5773871106862806e-06,0.0,0.0
971,2,2.143629716111521e-06,2.143629716111521e-06,0.0,0.0
971,3,2.1916395782992967e-06,2.1916395782992967e-06,0.0,0.0
971,4,2.5673500995006864e-06,2.5673500995006864e-06,0.0,0.0
972,1,1.9909990950547817e-06,1.9909990950547817e-06,0.0,0.0
972,2,1.4615782737431464e-06,1.4615782737431464e-06,0.0,0.0
972,3,1.7229382841082574e-06,1.7229382841082574e-06,0.0,0.0
972,4,1.9710766474272046e-06,1.9710766474272046e-06,0.0,0.0
973,1,1.4639979334325792e-06,1.4639979334325792e-06,0.0,0.0
973,2,1.4602720205134684e-06,1.4602720205134684e-06,0.0,0.0
973,3,1.5216727885532569e-06,1.5216727885532569e-06,0.0,0.0
973,4,1.5215074409960888e-06,1.5215074409960888e-06,0.0,0.0
974,1,1.4529790758908376e-06,1.4529790758908376e-06,0.0,0.0
974,2,1.7062282550644833e-06,1.7062282550644833e-06,0.0,0.0
974,3,2.450346979188786e-06,2.450346979188786e-06,0.0,0.0
974,4,1.5104066979684446e-06,1.5104066979684446e-06,0.0,0.0
975,1,3.995105114588207e-06,3.995105114588207e-06,0.0,0.0
975,2,5.349081991165973e-06,5.349081991165973e-06,0.0,0.0
975,3,4.8122209093465294e-06,4.8122209093465294e-06,0.0,0.0
975,4,2.978741498553447e-06,2.978741498553447e-06,0.0,0.0
976,1,5.405903278561823e-06,5.405903278561823e-06,0.0,0.0
976,2,5.46231637179678e-06,5.46231637179678e-06,0.0,0.0
976,3,4.783659152243919e-06,4.783659152243919e-06,0.0,0.0
976,4,4.763718264648136e-06,4.763718264648136e-06,0.0,0.0
977,1,5.465190995045386e-06,5.465190995045386e-06,0.0,0.0
977,2,9.997980324302898e-06,9.997980324302898e-06,0.0,0.0
977,3,6.52887404256968e-06,6.52887404256968e-06,0.0,0.0
977,4,4.973149902805134e-06,4.973149902805134e-06,0.0,0.0
978,1,1.1445267873655525e-05,1.1445267873655525e-05,0.0,0.0
978,2,1.7084402092163708e-05,1.7084402092163708e-05,0.0,0.0
978,3,1.7801531648897227e-05,1.7801531648897227e-05,0.0,0.0
978,4,9.356939846136451e-06,9.356939846136451e-06,0.0,0.0
979,1,1.729460845473229e-05,1.729460845473229e-05,0.0,0.0
979,2,1.790050397993298e-05,1.790050397993298e-05,0.0,0.0
979,3,1.882994074453157e-05,1.882994074453157e-05,0.0,0.0
979,4,1.8173447034515813e-05,1.8173447034515813e-05,0.0,0.0
980,1,1.839745140889281e-05,1.839745140889281e-05,0.0,0.0
980,2,2.2466844255593967e-05,2.2466844255593967e-05,0.0,0.0
980,3,1.9798561862010913e-05,1.9798561862010913e-05,0.0,0.0
980,4,1.9190905438194162e-05,1.9190905438194162e-05,0.0,0.0
981,1,2.4166545358145584e-05,2.4166545358145584e-05,0.0,0.0
981,2,2.618558890263417e-05,2.618558890263417e-05,0.0,0.0
981,3,2.3573268275814435e-05,2.3573268275814435e-05,0.0,0.0
981,4,2.0922540101960806e-05,2.0922540101960806e-05,0.0,0.0
982,1,3.629046571807099e-05,3.629046571807099e-05,0.0,0.0
982,2,4.2219318744802996e-05,4.2219318744802996e-05,0.0,0.0
982,3,4.35852934918096e-05,4.35852934918096e-05,0.0,0.0
982,4,3.34833339254101e-05,3.34833339254101e-05,0.0,0.0
983,1,4.628123844893008e-05,4.628123844893008e-05,0.0,0.0
983,2,4.8453680826382886e-05,4.8453680826382886e-05,0.0,0.0
983,3,4.776649216965409e-05,4.776649216965409e-05,0.0,0.0
983,4,4.591227076902224e-05,4.591227076902224e-05,0.0,0.0
984,1,4.901782120724664e-05,4.901782120724664e-05,0.0,0.0
