node,x,y,active_lower_bound,d_compatible,d_lb,bound_margin,residual_Kd_minus_f
5887,-0.325,0.4,False,5.4471894493276474e-05,4.419261885320542e-05,1.0279275640071051e-05,-1.2407709188295415e-24
5888,-0.3125,0.4,False,8.566331575514001e-05,7.79799968933518e-05,7.683318861788211e-06,1.0339757656912846e-24
5889,-0.3,0.4,True,0.00012695972689005404,0.00012695972689005404,0.0,4.938206275391509e-10
5890,-0.2875,0.4,False,0.0001650880187284046,0.00014137613412519218,2.371188460321242e-05,-8.271806125530277e-25
5891,-0.275,0.4,False,0.0002261503382071767,0.0001996044793239244,2.6545858883252304e-05,-2.481541837659083e-24
5892,-0.2625,0.4,True,0.0003025823706681597,0.0003025823706681597,0.0,4.587788877276821e-10
5893,-0.25,0.4,False,0.00037564799500152275,0.0003355059423826973,4.014205261882543e-05,1.6543612251060553e-24
5894,-0.2375,0.4,False,0.0004788304565004338,0.0004367134727659239,4.2116983734509896e-05,1.3234889800848443e-23
5895,-0.22499999999999998,0.4,True,0.0006017843153351899,0.0006017843153351899,0.0,4.996582814529892e-10
5896,-0.21250000000000002,0.4,False,0.0007198885572250137,0.0006616163327867769,5.8272224438236713e-05,-9.926167350636332e-24
5897,-0.2,0.4,False,0.0008753954601300501,0.000811908352609543,6.348710752050713e-05,-1.9852334701272664e-23
5898,-0.1875,0.4,False,0.001053939354084668,0.0010210413624023016,3.289799168236648e-05,3.970466940254533e-23
5899,-0.175,0.4,False,0.001234828531708438,0.0011170395956713816,0.00011778893603705642,0.0
5900,-0.16249999999999998,0.4,False,0.0014397480919964795,0.0013366192844658884,0.00010312880753059108,1.3234889800848443e-23
5901,-0.15000000000000002,0.4,True,0.001736522795768825,0.001736522795768825,0.0,5.099950151814989e-09
5902,-0.1375,0.4,False,0.0019521405896325214,0.0017948337192327094,0.00015730687039981197,-1.257314531080602e-22
